id,titulo,fuente,cb,score,fec_creacion
9942,Por qué lo llamará amor cuando quiere decir odio,El Mundo,SI,0.9999655485153198,2024-04-25 07:45:25.131806
9943,"¿Qué pasaría si Pedro Sánchez dimite? El precedente de Suárez, 43 años atrás",El Mundo,NO,0.9625978469848632,2024-04-25 07:45:25.131806
9944,"El PSOE se declara en 'shock' tras el anuncio de Sánchez, que cancela su presencia en el arranque de la campaña catalana",El Mundo,NO,0.9999585151672364,2024-04-25 07:45:25.131806
9945,Si ser presidente merece la pena,El Mundo,SI,0.9998961687088012,2024-04-25 07:45:25.131806
9946,El Atlético de Madrid premia a Fernando Torres y le da un nuevo equipo,La Razón,NO,0.9999550580978394,2024-04-25 07:45:25.131806
9947,¿Qué pasará si Pedro Sánchez dimite? Esto es lo que dice la ley,La Razón,SI,0.9803252816200256,2024-04-25 07:45:25.131806
9948,'El Hormiguero' recibe esta noche al mejor chef del mundo,La Razón,NO,0.9994484782218932,2024-04-25 07:45:25.131806
9949,Las joyas que esconde la ciudad universitaria más impresionante de España,La Razón,SI,0.9999529123306274,2024-04-25 07:45:25.131806
9950,Espectacular caída de las aspas del Moulin Rouge en plena noche de París,La Razón,SI,0.971541702747345,2024-04-25 07:45:25.131806
9951,"Wegovy, el nuevo fármaco para adelgazar llega a España: ¿para quién está indicado?",La Razón,SI,0.9998652935028076,2024-04-25 07:45:25.131806
9952,"Juicio a Daniel Sancho en Tailandia, en directo hoy: última hora y reacciones del crimen de Edwin Arrieta",La Razón,NO,0.9999550580978394,2024-04-25 07:45:25.131806
9953,Comisión Mixta de Control Parlamentario de la Corporación RTVE,La Razón,NO,0.9999347925186156,2024-04-25 07:45:25.131806
9954,"Pía y Ricardo Pellicer no terminan de entenderse, en el capítulo de hoy de 'La Promesa'",La Razón,SI,0.9500597715377808,2024-04-25 07:45:25.131806
9955,"Ana Boyer, madre de su tercer hijo en común con Fernando Verdasco",La Razón,NO,0.99982088804245,2024-04-25 07:45:25.131806
9956,¿A quién votará Jordi Pujol el 12-M?,La Razón,SI,0.9998266100883484,2024-04-25 07:45:25.131806
9957,"Una razón de peso para quedarse: esto es lo que gana Xavi Hernández al año, al mes y a la semana",La Razón,NO,0.989011526107788,2024-04-25 07:45:25.131806
9958,"¿Cuánto cobra el presidente del Gobierno, Pedro Sánchez?",La Razón,NO,0.9426392316818236,2024-04-25 07:45:25.131806
9959,El dardo de Guti a Xavi tras su continuidad en el Barça,La Razón,NO,0.999848246574402,2024-04-25 07:45:25.131806
9960,El polémico mensaje en El Chiringuito sobre la decisión de Pedro Sánchez: 'Una botella de cava',La Razón,SI,0.9942399263381958,2024-04-25 07:45:25.131806
9961,«La cirugía robótica mejora la visualización y potencia la destreza del cirujano»,La Razón,NO,0.999908685684204,2024-04-25 07:45:25.131806
9962,'Una cuestión de formas': la ética en la creación artística ★★☆☆☆,La Razón,NO,0.9989720582962036,2024-04-25 07:45:25.131806
9963,Receta de Rillettes de Oca y Cerdo: Disfruta de esta especialidad francesa de la prestigiosa Maison Verot de P,La Razón,SI,0.9628106355667114,2024-04-25 07:45:25.131806
9964,'Camino largo de vuelta a casa': el hogar en femenino plural ★★☆☆☆,La Razón,SI,0.9997261166572572,2024-04-25 07:45:25.131806
9965,Estas son las medidas para garantizar la seguridad de los rocieros por el centro de Huelva,La Razón,NO,0.9915637969970704,2024-04-25 07:45:25.131806
9966,"Feria de la Gamba de Punta Umbría: nueva ubicación, sin tikets y apuesta por el 'tardeo'",La Razón,NO,0.9999696016311646,2024-04-25 07:45:25.131806
9967,Violencia sexual y ofrenda fúnebre,La Razón,NO,0.999161958694458,2024-04-25 07:45:25.131806
9968,"El tamaño, arqueológicamente, sí importa",La Razón,NO,0.9875417351722716,2024-04-25 07:45:25.131806
9969,Esta es la hoja de ruta de Ayuso que aleja la despoblación de la Comunidad de Madrid,La Razón,NO,0.5336573719978333,2024-04-25 07:45:25.131806
9970,Sánchez se pregunta si merece la pena seguir como presidente tras el caso de su mujer: «Necesito parar y re...,ABC.es,NO,0.9899632334709167,2024-04-25 07:45:25.131806
9971,El desayuno típico español que afecta a tu memoria a largo plazo según la ciencia,ABC.es,SI,0.9999642372131348,2024-04-25 07:45:25.131806
9972,La confesión antes de morir de un asesino lleva a la recuperación de los cuerpos de una madre y su hija 24 ...,ABC.es,NO,0.9997687935829164,2024-04-25 07:45:25.131806
9973,La Junta de Fiscales de Sala avala por la mínima el archivo de la querella del novio de Ayuso sin practicar...,ABC.es,NO,0.998271107673645,2024-04-25 07:45:25.131806
9974,El 'fallo' de protocolo con el que Pedro Sánchez recibió al Rey en los Premios Cervantes,ABC.es,NO,0.5522764325141907,2024-04-25 07:45:25.131806
9975,Una mafia china fabricó millones de monedas de 2 euros falsas en uno de los mayores 'laboratorios' de Europ...,ABC.es,NO,0.8022056221961975,2024-04-25 07:45:25.131806
9976,Una joven ingresa en la UCI tras ingerir un café con insectos de una máquina del aeropuerto de Palma,ABC.es,NO,0.9996858835220336,2024-04-25 07:45:25.131806
9977,"Jorge Rey avisa de la llegada de una nueva borrasca a España en los próximos días: «Atención, precaución»",ABC.es,NO,0.996167242527008,2024-04-25 07:45:25.131806
9978,Una experta financiera señala el error que cometen las personas que rondan los 50 años con sus ahorros,ABC.es,NO,0.9967796206474304,2024-04-25 07:45:25.131806
9979,"La vida personal de Vicente Vallés: infancia entre «chabolas», su mujer Ángeles Blanco y su doloroso divorc...",ABC.es,SI,0.9878217577934264,2024-04-25 07:45:25.131806
9980,"Joan Manuel Serrat, premio Princesa de Asturias de las Artes 2024",ABC.es,NO,0.9999687671661376,2024-04-25 07:45:25.131806
9981,Cataluña limita el alquiler temporal para evitar fugas por la nueva ley,ABC.es,NO,0.9999731779098512,2024-04-25 07:45:25.131806
9982,Un todoterreno sin control revienta un portal de la lujosa calle Lagasca y acaba chocando contra los ascens...,ABC.es,SI,0.99968421459198,2024-04-25 07:45:25.131806
9983,Un perro salchicha arranca un trozo de mejilla a una mujer en Reino Unido: «Mi vida ya no volverá a ser la ...,ABC.es,SI,0.9468176960945128,2024-04-25 07:45:25.131806
9984,Carlos Franganillo se pronuncia alto y claro sobre Broncano en TVE,ABC.es,NO,0.9999713897705078,2024-04-25 07:45:25.131806
9985,Boticaria García lanza un aviso a los que comen frutos secos: muchos lo desconocen,ABC.es,NO,0.99856036901474,2024-04-25 07:45:25.131806
9986,Contra la leyenda negra de Urraca: la gran reina española a la que maltrataba Alfonso I el Batallador,ABC.es,SI,0.9999502897262572,2024-04-25 07:45:25.131806
9987,Un veterinario explica por qué los perros ladran a unas personas y a otras no,ABC.es,SI,0.999964714050293,2024-04-25 07:45:25.131806
9988,La Aecid desguaza su valiosa biblioteca para albergar oficinas,ABC.es,NO,0.9999667406082152,2024-04-25 07:45:25.131806
9989,Sigue en directo la comparecencia de Salvador Illa en el Senado por el caso Koldo,ABC.es,NO,0.9999663829803468,2024-04-25 07:45:25.131806
9990,"Antonio Tejado a María del Monte, horas antes del robo: «Yo mañana me voy a la playa; ¿tú qué llegas mañana...",ABC.es,NO,0.9991719722747804,2024-04-25 07:45:25.131806
9991,El pueblo más barato del País Vasco para comprar una casa en 2024: 30.000 euros y 200 metros cuadrados,ABC.es,NO,0.998985469341278,2024-04-25 07:45:25.131806
9992,"Declaraciones de Daniel Sancho, en directo: última hora del juicio hoy por el presunto asesinato de Edwin A...",ABC.es,NO,0.9999376535415648,2024-04-25 07:45:25.131806
9993,Hacienda abre la puerta a que 190.000 afectados de Afinsa compensen sus pérdidas en la declaración de IRPF ...,ABC.es,NO,0.9999449253082277,2024-04-25 07:45:25.131806
9994,Madrid no sabe si el ministro Torres irá al Dos de Mayo: «Suele ponerse actos en Canarias las vísperas de f...,ABC.es,NO,0.993308424949646,2024-04-25 07:45:25.131806
9995,El jurado popular absuelve a la sexagenaria acusada de matar a su marido con demencia,ABC.es,NO,0.999968647956848,2024-04-25 07:45:25.131806
9996,La Unión Europea aprueba que se cobren las multas impuestas a los conductores en el extranjero,ABC.es,NO,0.9999721050262452,2024-04-25 07:45:25.131806
9997,"Narcotráfico, amenazas a la Princesa Amalia y blanqueo en la Costa del Sol: así es Karim Bouyakhrichan, el ...",ABC.es,NO,0.999695897102356,2024-04-25 07:45:25.131806
9998,La historia de los supuestos hijos del Zar Nicolás II que sobrevivieron a la matanza comunista,ABC.es,SI,0.9997381567955016,2024-04-25 07:45:25.131806
9999,Hamás publica un vídeo de un rehén israelí-estadounidense secuestrado en Gaza,ABC.es,NO,0.9999709129333496,2024-04-25 07:45:25.131806
10000,El PSOE hace bandera y pide a comerciantes de Los Remedios que voten el modelo actual de la Feria de Abril ...,ABC.es,NO,0.9241243004798888,2024-04-25 07:45:25.131806
10001,Podcast Testigos de Jehová: 'Los expulsados del paraíso',ABC.es,NO,0.999247431755066,2024-04-25 07:45:25.131806
10002,Thermonator: el perro robot que lanza llamaradas a distancia y cuesta 9.000 dólares,ABC.es,SI,0.9999394416809082,2024-04-25 07:45:25.131806
10003,La tercera generación de víctimas de ETA lanza una aplicación para enseñar a los jóvenes los 3.500 atentado...,ABC.es,NO,0.8449631333351135,2024-04-25 07:45:25.131806
10004,"Ángeles Blanco, sobre las dificultades de criar a su hijo junto a Vicente Vallés: «Tengo un poco de vértigo...",ABC.es,NO,0.9885912537574768,2024-04-25 07:45:25.131806
10005,Robles responde a las críticas de Yolanda Díaz y Podemos al gasto militar: «Es la única manera de evitar la...,ABC.es,NO,0.9998781681060792,2024-04-25 07:45:25.131806
10006,La extracción de semen 'post-mortem' de Tabarro permitirá a Santiago Domecq tener crías del 'mejor toro de ...,ABC.es,NO,0.9999592304229736,2024-04-25 07:45:25.131806
10007,"Suben las temperaturas a partir de hoy miércoles en Sevilla, pero con posibles lluvias",ABC.es,NO,0.9999669790267944,2024-04-25 07:45:25.131806
10008,Todo sobre la gran aventura vital y literaria de Conrad,ABC.es,SI,0.9999719858169556,2024-04-25 07:45:25.131806
10009,Las duras palabras de Paloma San Basilio contra Nebulossa: «Hay que tener un poco más de respeto»,ABC.es,SI,0.9905410408973694,2024-04-25 07:45:25.131806
10010,«Celebremos el Día Internacional de la Violación»: una oscura tendencia de TikTok inunda los colegios de Be...,ABC.es,SI,0.999881148338318,2024-04-25 07:45:25.131806
10011,Se dispara en Sevilla el polen por gramíneas en los últimos días,ABC.es,NO,0.9998619556427002,2024-04-25 07:45:25.131806
10012,El árbol más viejo de Europa está en Jaén y tiene más de 2.000 años,ABC.es,NO,0.9996726512908936,2024-04-25 07:45:25.131806
10013,David Beckham se harta de Mark Wahlberg y le demanda por 9 millones de euros,ABC.es,SI,0.5249693393707275,2024-04-25 07:45:25.131806
10014,La única discriminación que está socialmente permitida y que hay que erradicar,ABC.es,SI,0.9997844099998474,2024-04-25 07:45:25.131806
10015,Así se explica la temporada de alergias eterna,ABC.es,SI,0.9998587369918824,2024-04-25 07:45:25.131806
10016,Camisetas de fútbol cofrade: así es la marca sevillana que une dos pasiones,ABC.es,SI,0.643128514289856,2024-04-25 07:45:25.131806
10017,El Dioni de Almensilla reconoce el saqueo millonario a los vecinos del Sector F: «Lamento haberlos jodido»,ABC.es,NO,0.9998698234558104,2024-04-25 07:45:25.131806
10018,Detenida una kamikaze en estado de embriaguez y con un kilo de cocaína oculto en el pantalón,ABC.es,NO,0.9998993873596193,2024-04-25 07:45:25.131806
10019,"El ocaso de Cristina Blanco, madre de Miguel Ángel Muñoz: de vidente más famosa de la televisión a vivir en...",ABC.es,SI,0.9985191226005554,2024-04-25 07:45:25.131806
10020,"Una trabajadora del aeropuerto de Palma, en la UCI tras ingerir un café con insectos de una máquina",EL PAÍS,NO,0.9999504089355468,2024-04-25 07:45:25.131806
10021,"El pseudosindicato Manos Limpias, la máquina de denunciar que está detrás de la causa contra Begoña Gómez",EL PAÍS,SI,0.977799654006958,2024-04-25 07:45:25.131806
10022,"Frisia, la vida entre canales, marismas y pueblos marineros",EL PAÍS,NO,0.99996018409729,2024-04-25 07:45:25.131806
10023,"Trastornos del sueño, el síntoma desconocido del párkinson",EL PAÍS,NO,0.9323841333389282,2024-04-25 07:45:25.131806
10024,El cielo protector de la Tierra tiene al menos 3.700 millones de años,EL PAÍS,NO,0.9990440011024476,2024-04-25 07:45:25.131806
10025,El gran fracaso del invento que prometía revolucionar las rotondas,EL MOTOR,SI,0.9998748302459716,2024-04-25 07:45:25.131806
10026,Qué pasa cuando te mueres el mismo día que John Lennon: los artistas cuyo fallecimiento quedó eclipsado por otro,Icon,SI,0.999966025352478,2024-04-25 07:45:25.131806
10027,Cómo ahorrar en la factura de la luz,EL PAÍS,SI,0.999471127986908,2024-04-25 07:45:25.131806
10028,Ayuso sube un 33% el presupuesto de las becas de Educación Infantil para privados a las que optan familias que ganan más de 100.000 euros,EL PAÍS,NO,0.9999622106552124,2024-04-25 07:45:25.131806
10029,‘Un caballero en Moscú’: melancólico y maravilloso cuento sobre el infierno soviético,EL PAÍS,SI,0.9999297857284546,2024-04-25 07:45:25.131806
10030,Jon Bon Jovi: “El regreso de Trump resulta aterrador”,EL PAÍS,SI,0.9803047776222228,2024-04-25 07:45:25.131806
10031,En el centro ruandés que alojará a los deportados por el Reino Unido: “Entendemos lo que es tener que huir”,EL PAÍS,NO,0.9999688863754272,2024-04-25 07:45:25.131806
10032,El cuadro de Klimt perdido durante un siglo se subasta por menos de lo esperado: 30 millones,EL PAÍS,NO,0.9999721050262452,2024-04-25 07:45:25.131806
10033,La pasión por los perros delata a un peligroso fugitivo escondido en Marbella,EL PAÍS,NO,0.9999053478240968,2024-04-25 07:45:25.131806
10034,“Se parece a mi exmarido”: Gwyneth Paltrow piropea la nueva imagen de Mark Zuckerberg,EL PAÍS,SI,0.999950647354126,2024-04-25 07:45:25.131806
10035,Sánchez y Feijóo: pacto tácito de no agresión en la sesión de control,EL PAÍS,NO,0.9999641180038452,2024-04-25 07:45:25.131806
10036,La mayor movilización desde el comienzo de la guerra de Gaza agita las universidades de Estados Unidos,EL PAÍS,NO,0.9999536275863647,2024-04-25 07:45:25.131806
10037,"Takeo Kanade, ingeniero: “La visión artificial traerá la teletransportación, pero sin descomponer tu cuerpo y enviarlo al otro lugar”",EL PAÍS,NO,0.999935746192932,2024-04-25 07:45:25.131806
10038,"Liubliana, un paseo por la perla desconocida entre el este y el centro europeo",EL PAÍS,NO,0.9999393224716188,2024-04-25 07:45:25.131806
10039,Cataluña aprueba un decreto para evitar que los alquileres de temporada esquiven el límite de precios,EL PAÍS,NO,0.999963879585266,2024-04-25 07:45:25.131806
10040,Canarias contra el turismo masivo,EL PAÍS,NO,0.9999690055847168,2024-04-25 07:45:25.131806
10041,Así ha cambiado el paladar de los reyes: de opulentos festines de 17 platos a la sencilla quiche de la coronación de Carlos III,EL PAÍS,SI,0.9728073477745056,2024-04-25 07:45:25.131806
10042,El raro mamífero con trompa y patas palmeadas: el desmán ibérico se enfrenta a su extinción,EL PAÍS,NO,0.9631792902946472,2024-04-25 07:45:25.131806
10043,Israel moviliza dos brigadas de reservistas en Gaza mientras levanta campamentos para evacuar a los civiles,EL PAÍS,NO,0.9999725818634032,2024-04-25 07:45:25.131806
10044,Tesla acelerará el lanzamiento de coches más baratos tras hundirse las ventas y el beneficio,Cinco Días,NO,0.9999727010726928,2024-04-25 07:45:25.131806
10045,"La Cocina de Elisa, comida tradicional para llevar con sabor a hogar",EL PAÍS,SI,0.928656816482544,2024-04-25 07:45:25.131806
10046,Así es el poder transformador de un estilista: Anne Hathaway y otras actrices antes de convertirse en iconos de moda,EL PAÍS,SI,0.9999724626541138,2024-04-25 07:45:25.131806
10047,Blinken llega a China con un mensaje de advertencia contra la ayuda a la industria militar de Rusia,EL PAÍS,NO,0.9999682903289796,2024-04-25 07:45:25.131806
10048,Cinco quesos perfectos para el desayuno (y el porqué),EL PAÍS,SI,0.9999673366546632,2024-04-25 07:45:25.131806
10049,'Podcast' | Ucrania: ir a la guerra o pagar la multa,EL PAÍS,NO,0.9999701976776124,2024-04-25 07:45:25.131806
10050,La terrorífica odisea de una patera que iba a Canarias y acabó en Brasil,EL PAÍS,SI,0.999961256980896,2024-04-25 07:45:25.131806
10051,“Idilio y crimen”: cómo la bella región bávara de Berchtesgaden gestiona su terrible pasado nazi,EL PAÍS,SI,0.999457061290741,2024-04-25 07:45:25.131806
10052,"Sexo, set y partido: los romances más apasionados salidos de las pistas de tenis",EL PAÍS,SI,0.9999487400054932,2024-04-25 07:45:25.131806
10053,Argentina vive una de las mayores protestas en 20 años contra la ‘motosierra’ de Milei,EL PAÍS Argentina,NO,0.9999327659606934,2024-04-25 07:45:25.131806
10054,Heineken frena su crecimiento en España pese al tirón de El Águila,Cinco Días,NO,0.9999465942382812,2024-04-25 07:45:25.131806
10055,"Las vacunas han evitado 154 millones de muertes en el mundo en medio siglo, pero la desconfianza pospandémica amenaza los avances",EL PAÍS,NO,0.9994089603424072,2024-04-25 07:45:25.131806
10056,"Kate Middleton fotografía a su hijo, el príncipe Luis, por su 6º cumpleaños",EL PAÍS,NO,0.8723959922790527,2024-04-25 07:45:25.131806
10057,España no abrirá embajada en Ramala y encargará las relaciones con Palestina al cónsul en Jerusalén,EL PAÍS,NO,0.9999645948410034,2024-04-25 07:45:25.131806
10058,Juicio por violación a un celador de psiquiatría del hospital Ramón y Cajal de Madrid: “Yo estaba acorralada”,EL PAÍS,NO,0.9998034834861756,2024-04-25 07:45:25.131806
10059,"Cristina García Rodero, premio a la trayectoria profesional: “Las fotografías son el momento que le arranco a la muerte”",EL PAÍS,NO,0.9998798370361328,2024-04-25 07:45:25.131806
10060,La victoria de los profesores universitarios asociados: una jueza abre la vía para que miles reclamen las horas no lectivas que no les pagan,EL PAÍS,NO,0.9999605417251588,2024-04-25 07:45:25.131806
10061,"Los videojuegos, al rescate de la religión",EL PAÍS,NO,0.999923825263977,2024-04-25 07:45:25.131806
10062,"‘Ourika’, todo sobre el tráfico de drogas",EL PAÍS,NO,0.9999488592147828,2024-04-25 07:45:25.131806
10063,El día en que ‘el otro’ Super Mario se volvió un acosador,EL PAÍS,SI,0.9999741315841676,2024-04-25 07:45:25.131806
10064,Nestlé nombra a Pablo Isla vicepresidente del grupo,Cinco Días,NO,0.9999691247940063,2024-04-25 07:45:25.131806
10065,Carta íntegra de Pedro Sánchez en la que anuncia que reflexiona sobre su continuidad como presidente,La Vanguardia,NO,0.9997771382331848,2024-04-25 07:45:25.131806
10066,"Cinco caballos, uno de ellos ensangrentado, siembran el caos en el centro de Londres",La Vanguardia,NO,0.9999278783798218,2024-04-25 07:45:25.131806
10067,El abogado de la familia Arrieta declara al juez que Daniel Sancho los ha hundido en la pobreza,La Vanguardia,NO,0.9998902082443236,2024-04-25 07:45:25.131806
10068,"Muere Itxaso Mardones, periodista de 'Equipo de Investigación', a los 45 años",La Vanguardia,NO,0.9999727010726928,2024-04-25 07:45:25.131806
10069,Besteiro muestra su apoyo a Sánchez: 'Sé perfectamente por lo que estás pasando',La Vanguardia,NO,0.9999163150787354,2024-04-25 07:45:25.131806
10070,Por qué nos cuesta tanto cambiar,La Vanguardia,SI,0.9999616146087646,2024-04-25 07:45:25.131806
10071,"Descubren cómo frenar la fibrosis, una de las claves del envejecimiento",La Vanguardia,SI,0.998506724834442,2024-04-25 07:45:25.131806
10072,¿Por qué salen los platos y vasos mojados del lavavajillas? Los motivos por los que no seca,La Vanguardia,SI,0.9999051094055176,2024-04-25 07:45:25.131806
10073,Puigdemont a Sánchez: 'Siempre puede presentar una cuestión de confianza y despejar dudas',La Vanguardia,NO,0.9998459815979004,2024-04-25 07:45:25.131806
10074,Estos son los hábitos que te harán más feliz si aprendes a conectar contigo mismo,La Vanguardia,SI,0.9999682903289796,2024-04-25 07:45:25.131806
10075,La heredera sorpresa de Silvia Tortosa: la actriz deja fuera del testamento a su marido,La Vanguardia,NO,0.9590155482292176,2024-04-25 07:45:25.131806
10076,Llega a España la primera alarma con cerradura inteligente,La Vanguardia,NO,0.9997383952140808,2024-04-25 07:45:25.131806
10077,Así es el refugio de la Guerra Civil que Barcelona abrirá al público,La Vanguardia,NO,0.9923524260520936,2024-04-25 07:45:25.131806
10078,El federalismo no es una utopía,La Vanguardia,NO,0.9998223185539246,2024-04-25 07:45:25.131806
10079,Los apartamentos turísticos de Girona cifran en 1.900 millones de euros las indemnizaciones por cerrar,La Vanguardia,NO,0.999972939491272,2024-04-25 07:45:25.131806
10080,"Lola Romero, la 'Kardashian gitana' que ha conquistado el corazón de Omar Montes",La Vanguardia,SI,0.9999316930770874,2024-04-25 07:45:25.131806
10081,La Cambra perdió cuatro millones durante el mandato de Eines de País,La Vanguardia,NO,0.9999731779098512,2024-04-25 07:45:25.131806
10082,Las familias catalanas pagan la cuota más alta de España en las escuelas concertadas,La Vanguardia,NO,0.9998630285263062,2024-04-25 07:45:25.131806
10083,"“Esta obra asombra al mundo, es más grande que todos nosotros”",La Vanguardia,NO,0.687582790851593,2024-04-25 07:45:25.131806
10084,Rebajas para extranjeros en Madrid,La Vanguardia,NO,0.9999655485153198,2024-04-25 07:45:25.131806
10085,Transforma tu jardín con muebles de bambú: una tendencia de decoración sostenible y lleno de estilo,La Vanguardia,SI,0.9998928308486938,2024-04-25 07:45:25.131806
10086,Tiene 60 años y es la nueva Miss Universo Argentina: así es Alejandra Rodríguez,La Vanguardia,NO,0.8781036734580994,2024-04-25 07:45:25.131806
10087,Cumbre de autores en el Palacio Real de Celama,La Vanguardia,NO,0.9999662637710572,2024-04-25 07:45:25.131806
10088,Derrota española ante los tribunales alemanes por las reclamaciones de primas a las renovables,La Vanguardia,NO,0.9999730587005616,2024-04-25 07:45:25.131806
10089,"“Si ves caer una cabeza nuclear, ¡corre hacia ella! Mejor morirte”",La Vanguardia,SI,0.993791401386261,2024-04-25 07:45:25.131806
10090,El Rambo de Requena (II): el fugitivo invisible,La Vanguardia,SI,0.9988672733306884,2024-04-25 07:45:25.131806
10091,"El bicibús cuenta cada vez con más adeptos para ir al colegio, pero también gana en temores",La Vanguardia,NO,0.99873548746109,2024-04-25 07:45:25.131806
10092,Los divertidos saltitos de dos mapaches que intentan abrir una puerta,La Vanguardia,SI,0.999974012374878,2024-04-25 07:45:25.131806
10093,El truco viral para que los niños sigan disfrutando de los columpios incluso en días lluviosos,La Vanguardia,SI,0.9999618530273438,2024-04-25 07:45:25.131806
10094,Una nutricionista desvela el truco para multiplicar el hierro de las espinacas y las lentejas,La Vanguardia,SI,0.9998900890350342,2024-04-25 07:45:25.131806
10095,Las armas suecas que provocaron una auténtica revolución militar marítima en pleno siglo XV,La Vanguardia,SI,0.9198306202888488,2024-04-25 07:45:25.131806
10096,Mario Alonso Puig revela cómo sincronizar los hemisferios cerebrales para lograr mayor calma: 'Nuestra mente es como un océano revuelto',La Vanguardia,NO,0.996302843093872,2024-04-25 07:45:25.131806
10097,Illa reitera en el Senado que la contratación pública fue la adecuada durante la pandemia,La Vanguardia,NO,0.9999635219573976,2024-04-25 07:45:25.131806
10098,"La nueva vida de Marta Pérez, la joven que se quedó en coma tras beber un batido de proteínas",La Vanguardia,SI,0.9999387264251708,2024-04-25 07:45:25.131806
10099,"La crítica situación del hijo de Anne Hache: la herencia de la actriz, incapaz de pagar las deudas generadas por el accidente que acabó con su vida",La Vanguardia,SI,0.9590603113174438,2024-04-25 07:45:25.131806
10100,"Álex García Galas, el turista vasco hospitalizado dos meses en Tailandia, ya está en Bilbao: 'Nos hemos arruinado'",La Vanguardia,NO,0.9999293088912964,2024-04-25 07:45:25.131806
10101,Las únicas partes del coche que pueden sobresalir de una plaza de aparcamiento,La Vanguardia,SI,0.9999048709869384,2024-04-25 07:45:25.131806
10102,'Soy uróloga y me fijo en esto cuando compro agua mineral envasada',La Vanguardia,SI,0.9997166991233826,2024-04-25 07:45:25.131806
10103,Prohens fulmina a un alto cargo que mintió para acelerar las licencias de su agroturismo,La Vanguardia,NO,0.999970316886902,2024-04-25 07:45:25.131806
10104,El coche eléctrico tendrá un coste equivalente al convencional en siete años,La Vanguardia,NO,0.9999608993530272,2024-04-25 07:45:25.131806
10105,Vox estrena la ‘senyera’ en su logo y hará campaña en los feudos del PSC,La Vanguardia,NO,0.9999446868896484,2024-04-25 07:45:25.131806
